player_pair,pass_percentage_1,total_passes_1,pass_percentage_2,total_passes_2
"Jillian Dempsey, Meaghan Rickard",0,0,0,0
"Jillian Dempsey, Meghara McManus",0,0,0,0
"Jillian Dempsey, Paige Capistran",10,0.277777778,2,0.909090909
"Jillian Dempsey, Samantha Davis",10,0.138888889,10,0.181818182
"Jillian Dempsey, Taylor Turnquist",8,0.694444444,7.142857143,1.272727273
"Jillian Dempsey, Taylor Wenczkowski",0,0,0,0.181818182
"Jillian Dempsey, Tereza Vanisova",10,0.138888889,10,0.181818182
"Jillian Dempsey, Tori Sullivan",10,0.138888889,0,0
"Jillian Dempsey, Victoria Hanson",0,0,0,0
"Jillian Dempsey, Alyson Matteau",0,0,0,0
"Jillian Dempsey, Autumn MacDougall",0,0,0,0
"Jillian Dempsey, Brittany Colton",0,0,0,0
"Jillian Dempsey, Brooke Stacey",0,0,0,0
"Jillian Dempsey, Carly Jackson",0,0,0,0
"Jillian Dempsey, Cassidy MacPherson",0,0,0,0
"Jillian Dempsey, Caty Flagg",0,0,0,0
"Jillian Dempsey, Dominique Kremer",0,0,0,0
"Jillian Dempsey, Erin Gehen",0,0,0,0
"Jillian Dempsey, Hunter Accursi",0,0,0,0
"Jillian Dempsey, Iveta Klimasova",0,0,0,0
"Jillian Dempsey, Jordan Juron",0,0,0,0
"Jillian Dempsey, Kayla Meneghin",0,0,0,0
"Jillian Dempsey, Kristin Lewicki",0,0,0,0
"Jillian Dempsey, Lenka Curmova",0,0,0,0
"Jillian Dempsey, Lisa Chesson",0,0,0,0
"Jillian Dempsey, Marie-Jo Pelletier",0,0,0,0
"Jillian Dempsey, Megan Delay",0,0,0,0
"Jillian Dempsey, Neve Van Pelt",0,0,0,0
"Jillian Dempsey, Taylor Wasylk",0,0,0,0
"Jillian Dempsey, Whitney Dove",0,0,0,0
"Jillian Dempsey, Abbie Ives",0,0,0,0
"Jillian Dempsey, Alyssa Wohlfeiler",0,0,0,0
"Jillian Dempsey, Amanda Conway",0,0,0,0
"Jillian Dempsey, Brooke Wolejko",0,0,0,0
"Jillian Dempsey, Elena Orlando",0,0,0,0
"Jillian Dempsey, Emma Vlasic",0,0,0,0
"Jillian Dempsey, Grace Klienbach",0,0,0,0
"Jillian Dempsey, Hanna Beattie",0,0,0,0
"Jillian Dempsey, Janine Weber",0,0,0,0
"Jillian Dempsey, Katelynn Russ",0,0,0,0
"Jillian Dempsey, Kaycie Anderson",0,0,0,0
"Jillian Dempsey, Kayla Friesen",0,0,0,0
"Jillian Dempsey, Laurel Hill",0,0,0,0
"Jillian Dempsey, Mackenzie Lancaster",0,0,0,0
"Jillian Dempsey, Maddie Bishop",0,0,0,0
"Jillian Dempsey, Maeve Reilly",0,0,0,0
"Jillian Dempsey, Maggie LaGue",0,0,0,0
"Jillian Dempsey, Mariah Fujimagari",0,0,0,0
"Jillian Dempsey, Nicole Guagliardo",0,0,0,0
"Jillian Dempsey, Rachael Ade",0,0,0,0
"Jillian Dempsey, Sarah Hughson",0,0,0,0
"Jillian Dempsey, Sarah Schwenzfeier",0,0,0,0
"Jillian Dempsey, Shannon Doyle",0,0,0,0
"Jillian Dempsey, Taylor Marchin",0,0,0,0
"Jillian Dempsey, Tori Howran",0,0,0,0
"Jillian Dempsey, Allie Olnowich",0,0,0,0
"Jillian Dempsey, Brooke Avery",0,0,0,0
"Jillian Dempsey, Cailey Hutchison",0,0,0,0
"Jillian Dempsey, Emily Janiga",0,0,0,0
"Jillian Dempsey, Jayne Lewis",0,0,0,0
"Jillian Dempsey, Kate Leary",0,0,0,0
"Jillian Dempsey, Kelly Babstock",0,0,0,0
"Jillian Dempsey, Kendall Cornine",0,0,0,0
"Jillian Dempsey, Kiira Dosdall",0,0,0,0
"Jillian Dempsey, Leila Kilduff",0,0,0,0
"Jillian Dempsey, Madison Packer",0,0,0,0
"Jillian Dempsey, Mallory Rushton",0,0,0,0
"Jillian Dempsey, Paige Voight",0,0,0,0
"Jillian Dempsey, Rebecca Morse",0,0,0,0
"Jillian Dempsey, Rebecca Russo",0,0,0,0
"Jillian Dempsey, Sammy Kolowrat",0,0,0,0
"Jillian Dempsey, Saroya Tinker",0,0,0,0
"Jillian Dempsey, Sonjia Shelly",0,0,0,0
"Jillian Dempsey, Tera Hofmann",0,0,0,0
"Jillian Dempsey, Theresa Knutson",0,0,0,0
"Jillian Dempsey, Allie Thunstrom",0,0,0,0
"Jillian Dempsey, Amanda Leveille",0,0,0,0
"Jillian Dempsey, Audra Richards",0,0,0,0
"Jillian Dempsey, Brooke White",0,0,0,0
"Jillian Dempsey, Chelsey Brodt-Rosenthal",0,0,0,0
"Jillian Dempsey, Emma Stauber",0,0,0,0
"Jillian Dempsey, Haley Mack",0,0,0,0
"Jillian Dempsey, Haylea Schmid",0,0,0,0
"Jillian Dempsey, Jonna Curtis",0,0,0,0
"Jillian Dempsey, Lynn Astrup",0,0,0,0
"Jillian Dempsey, Maddie Rowe",0,0,0,0
"Jillian Dempsey, Meaghan Pezon",0,0,0,0
"Jillian Dempsey, Meghan Lorence",0,0,0,0
"Jillian Dempsey, Nina Rodgers",0,0,0,0
"Jillian Dempsey, Rose Alleva",0,0,0,0
"Jillian Dempsey, Sara Bustad",0,0,0,0
"Jillian Dempsey, Stephanie Anderson",0,0,0,0
"Jillian Dempsey, Sydney Baldwin",0,0,0,0
"Jillian Dempsey, Winny Brodt-Brown",0,0,0,0
"Jillian Dempsey, Amy Curlew",0,0,0,0
"Jillian Dempsey, Breanne Wilson-Bennett",0,0,0,0
"Jillian Dempsey, Brooke Boquist",0,0,0,0
"Jillian Dempsey, Elaine Chuli",0,0,0,0
"Jillian Dempsey, Emily Fluke",0,0,0,0
"Jillian Dempsey, Emma Greco",0,0,0,0
"Jillian Dempsey, Emma Woods",0,0,0,0
"Jillian Dempsey, Julie Allen",0,0,0,0
"Jillian Dempsey, Kristen Barbara",0,0,0,0
"Jillian Dempsey, Lindsay Eastwood",0,0,0,0
"Jillian Dempsey, Mackenzie MacNeil",0,0,0,0
"Jillian Dempsey, Megan Quinn",0,0,0,0
"Jillian Dempsey, Mikyla Grant-Mentis",0,0,0,0
"Jillian Dempsey, Natalie Marcuzzi",0,0,0,0
"Jillian Dempsey, Samantha Ridgewell",0,0,0,0
"Jillian Dempsey, Sarah Steele",0,0,0,0
"Jillian Dempsey, Sarah-Eve Coutu Godbout",0,0,0,0
"Jillian Dempsey, Shiann Darkangelo",0,0,0,0
"Jillian Dempsey, Taylor Woods",0,0,0,0
"Jillian Dempsey, Taytum Clairmont",0,0,0,0
"Kaleigh Fratkin, Lauren Kelly",10,0.416666667,5,0.363636364
"Kaleigh Fratkin, Lexie Laing",7.368421053,2.638888889,8.333333333,1.090909091
"Kaleigh Fratkin, Lovisa Selander",0,0,9,1.818181818
"Kaleigh Fratkin, Mallory Souliotis",9.636363636,7.638888889,9.272727273,10
"Kaleigh Fratkin, Mary Parker",6,1.388888889,6.666666667,0.545454545
"Kaleigh Fratkin, McKenna Brand",6.805555556,10,10,6.363636364
"Kaleigh Fratkin, Meaghan Rickard",7.142857143,0.972222222,10,0.363636364
"Kaleigh Fratkin, Meghara McManus",6,1.388888889,6.666666667,0.545454545
"Kaleigh Fratkin, Paige Capistran",10,0.138888889,7.142857143,1.272727273
"Kaleigh Fratkin, Samantha Davis",7.5,4.444444444,8.695652174,4.181818182
"Kaleigh Fratkin, Taylor Turnquist",10,0.694444444,10,0.363636364
"Kaleigh Fratkin, Taylor Wenczkowski",6.153846154,3.611111111,10,0.909090909
"Kaleigh Fratkin, Tereza Vanisova",8.636363636,3.055555556,9.411764706,3.090909091
"Kaleigh Fratkin, Tori Sullivan",5,1.944444444,10,1.636363636
"Kaleigh Fratkin, Victoria Hanson",0,0,10,0.909090909
"Kaleigh Fratkin, Alyson Matteau",0,0,0,0
"Kaleigh Fratkin, Autumn MacDougall",0,0,0,0
"Kaleigh Fratkin, Brittany Colton",0,0,0,0
"Kaleigh Fratkin, Brooke Stacey",0,0,0,0
"Kaleigh Fratkin, Carly Jackson",0,0,0,0
"Kaleigh Fratkin, Cassidy MacPherson",0,0,0,0
"Kaleigh Fratkin, Caty Flagg",0,0,0,0
"Kaleigh Fratkin, Dominique Kremer",0,0,0,0
"Kaleigh Fratkin, Erin Gehen",0,0,0,0
"Kaleigh Fratkin, Hunter Accursi",0,0,0,0
"Kaleigh Fratkin, Iveta Klimasova",0,0,0,0
"Kaleigh Fratkin, Jordan Juron",0,0,0,0
"Kaleigh Fratkin, Kayla Meneghin",0,0,0,0
"Kaleigh Fratkin, Kristin Lewicki",0,0,0,0
"Kaleigh Fratkin, Lenka Curmova",0,0,0,0
"Kaleigh Fratkin, Lisa Chesson",0,0,0,0
"Kaleigh Fratkin, Marie-Jo Pelletier",0,0,0,0
"Kaleigh Fratkin, Megan Delay",0,0,0,0
"Kaleigh Fratkin, Neve Van Pelt",0,0,0,0
"Kaleigh Fratkin, Taylor Wasylk",0,0,0,0
"Kaleigh Fratkin, Whitney Dove",0,0,0,0
"Kaleigh Fratkin, Abbie Ives",0,0,0,0
"Kaleigh Fratkin, Alyssa Wohlfeiler",0,0,0,0
"Kaleigh Fratkin, Amanda Conway",0,0,0,0
"Kaleigh Fratkin, Brooke Wolejko",0,0,0,0
"Kaleigh Fratkin, Elena Orlando",0,0,0,0
"Kaleigh Fratkin, Emma Vlasic",0,0,0,0
"Kaleigh Fratkin, Grace Klienbach",0,0,0,0
"Kaleigh Fratkin, Hanna Beattie",0,0,0,0
"Kaleigh Fratkin, Janine Weber",0,0,0,0
"Kaleigh Fratkin, Katelynn Russ",0,0,0,0
"Kaleigh Fratkin, Kaycie Anderson",0,0,0,0
"Kaleigh Fratkin, Kayla Friesen",0,0,0,0
"Kaleigh Fratkin, Laurel Hill",0,0,0,0
"Kaleigh Fratkin, Mackenzie Lancaster",0,0,0,0
"Kaleigh Fratkin, Maddie Bishop",0,0,0,0
"Kaleigh Fratkin, Maeve Reilly",0,0,0,0
"Kaleigh Fratkin, Maggie LaGue",0,0,0,0
"Kaleigh Fratkin, Mariah Fujimagari",0,0,0,0
"Kaleigh Fratkin, Nicole Guagliardo",0,0,0,0
"Kaleigh Fratkin, Rachael Ade",0,0,0,0
"Kaleigh Fratkin, Sarah Hughson",0,0,0,0
"Kaleigh Fratkin, Sarah Schwenzfeier",0,0,0,0
"Kaleigh Fratkin, Shannon Doyle",0,0,0,0
"Kaleigh Fratkin, Taylor Marchin",0,0,0,0
"Kaleigh Fratkin, Tori Howran",0,0,0,0
"Kaleigh Fratkin, Allie Olnowich",0,0,0,0
"Kaleigh Fratkin, Brooke Avery",0,0,0,0
"Kaleigh Fratkin, Cailey Hutchison",0,0,0,0
"Kaleigh Fratkin, Emily Janiga",0,0,0,0
"Kaleigh Fratkin, Jayne Lewis",0,0,0,0
"Kaleigh Fratkin, Kate Leary",0,0,0,0
"Kaleigh Fratkin, Kelly Babstock",0,0,0,0
"Kaleigh Fratkin, Kendall Cornine",0,0,0,0
"Kaleigh Fratkin, Kiira Dosdall",0,0,0,0
"Kaleigh Fratkin, Leila Kilduff",0,0,0,0
"Kaleigh Fratkin, Madison Packer",0,0,0,0
"Kaleigh Fratkin, Mallory Rushton",0,0,0,0
"Kaleigh Fratkin, Paige Voight",0,0,0,0
"Kaleigh Fratkin, Rebecca Morse",0,0,0,0
"Kaleigh Fratkin, Rebecca Russo",0,0,0,0
"Kaleigh Fratkin, Sammy Kolowrat",0,0,0,0
"Kaleigh Fratkin, Saroya Tinker",0,0,0,0
"Kaleigh Fratkin, Sonjia Shelly",0,0,0,0
"Kaleigh Fratkin, Tera Hofmann",0,0,0,0
"Kaleigh Fratkin, Theresa Knutson",0,0,0,0
"Kaleigh Fratkin, Allie Thunstrom",0,0,0,0
"Kaleigh Fratkin, Amanda Leveille",0,0,0,0
"Kaleigh Fratkin, Audra Richards",0,0,0,0
"Kaleigh Fratkin, Brooke White",0,0,0,0
"Kaleigh Fratkin, Chelsey Brodt-Rosenthal",0,0,0,0
"Kaleigh Fratkin, Emma Stauber",0,0,0,0
"Kaleigh Fratkin, Haley Mack",0,0,0,0
"Kaleigh Fratkin, Haylea Schmid",0,0,0,0
"Kaleigh Fratkin, Jonna Curtis",0,0,0,0
"Kaleigh Fratkin, Lynn Astrup",0,0,0,0
"Kaleigh Fratkin, Maddie Rowe",0,0,0,0
"Kaleigh Fratkin, Meaghan Pezon",0,0,0,0
"Kaleigh Fratkin, Meghan Lorence",0,0,0,0
"Kaleigh Fratkin, Nina Rodgers",0,0,0,0
"Kaleigh Fratkin, Rose Alleva",0,0,0,0
"Kaleigh Fratkin, Sara Bustad",0,0,0,0
"Kaleigh Fratkin, Stephanie Anderson",0,0,0,0
"Kaleigh Fratkin, Sydney Baldwin",0,0,0,0
"Kaleigh Fratkin, Winny Brodt-Brown",0,0,0,0
"Kaleigh Fratkin, Amy Curlew",0,0,0,0
"Kaleigh Fratkin, Breanne Wilson-Bennett",0,0,0,0
"Kaleigh Fratkin, Brooke Boquist",0,0,0,0
"Kaleigh Fratkin, Elaine Chuli",0,0,0,0
"Kaleigh Fratkin, Emily Fluke",0,0,0,0
"Kaleigh Fratkin, Emma Greco",0,0,0,0
"Kaleigh Fratkin, Emma Woods",0,0,0,0
"Kaleigh Fratkin, Julie Allen",0,0,0,0
"Kaleigh Fratkin, Kristen Barbara",0,0,0,0
"Kaleigh Fratkin, Lindsay Eastwood",0,0,0,0
"Kaleigh Fratkin, Mackenzie MacNeil",0,0,0,0
"Kaleigh Fratkin, Megan Quinn",0,0,0,0
"Kaleigh Fratkin, Mikyla Grant-Mentis",0,0,0,0
"Kaleigh Fratkin, Natalie Marcuzzi",0,0,0,0
"Kaleigh Fratkin, Samantha Ridgewell",0,0,0,0
"Kaleigh Fratkin, Sarah Steele",0,0,0,0
"Kaleigh Fratkin, Sarah-Eve Coutu Godbout",0,0,0,0
"Kaleigh Fratkin, Shiann Darkangelo",0,0,0,0
"Kaleigh Fratkin, Taylor Woods",0,0,0,0
"Kaleigh Fratkin, Taytum Clairmont",0,0,0,0
"Lauren Kelly, Lexie Laing",6.923076923,1.805555556,10,0.545454545
"Lauren Kelly, Lovisa Selander",0,0,10,1.818181818
"Lauren Kelly, Mallory Souliotis",0,0,10,0.363636364
"Lauren Kelly, Mary Parker",0,0.416666667,0,0
"Lauren Kelly, McKenna Brand",5,2.5,10,2.363636364
"Lauren Kelly, Meaghan Rickard",1.111111111,1.25,10,0.181818182
"Lauren Kelly, Meghara McManus",5.882352941,2.361111111,10,0.727272727
"Lauren Kelly, Paige Capistran",10,1.527777778,9.62962963,4.909090909
"Lauren Kelly, Samantha Davis",6.818181818,3.055555556,10,1.636363636
"Lauren Kelly, Taylor Turnquist",8.4,3.472222222,9.523809524,3.818181818
"Lauren Kelly, Taylor Wenczkowski",5.909090909,3.055555556,8.75,1.454545455
"Lauren Kelly, Tereza Vanisova",7.647058824,2.361111111,10,2.181818182
"Lauren Kelly, Tori Sullivan",10,0.694444444,10,1.090909091
"Lauren Kelly, Victoria Hanson",0,0,10,0.363636364
"Lauren Kelly, Alyson Matteau",0,0,0,0
"Lauren Kelly, Autumn MacDougall",0,0,0,0
"Lauren Kelly, Brittany Colton",0,0,0,0
"Lauren Kelly, Brooke Stacey",0,0,0,0
"Lauren Kelly, Carly Jackson",0,0,0,0
"Lauren Kelly, Cassidy MacPherson",0,0,0,0
"Lauren Kelly, Caty Flagg",0,0,0,0
"Lauren Kelly, Dominique Kremer",0,0,0,0
"Lauren Kelly, Erin Gehen",0,0,0,0
"Lauren Kelly, Hunter Accursi",0,0,0,0
"Lauren Kelly, Iveta Klimasova",0,0,0,0
"Lauren Kelly, Jordan Juron",0,0,0,0
"Lauren Kelly, Kayla Meneghin",0,0,0,0
"Lauren Kelly, Kristin Lewicki",0,0,0,0
"Lauren Kelly, Lenka Curmova",0,0,0,0
"Lauren Kelly, Lisa Chesson",0,0,0,0
"Lauren Kelly, Marie-Jo Pelletier",0,0,0,0
"Lauren Kelly, Megan Delay",0,0,0,0
"Lauren Kelly, Neve Van Pelt",0,0,0,0
"Lauren Kelly, Taylor Wasylk",0,0,0,0
"Lauren Kelly, Whitney Dove",0,0,0,0
"Lauren Kelly, Abbie Ives",0,0,0,0
"Lauren Kelly, Alyssa Wohlfeiler",0,0,0,0
"Lauren Kelly, Amanda Conway",0,0,0,0
"Lauren Kelly, Brooke Wolejko",0,0,0,0
"Lauren Kelly, Elena Orlando",0,0,0,0
"Lauren Kelly, Emma Vlasic",0,0,0,0
"Lauren Kelly, Grace Klienbach",0,0,0,0
"Lauren Kelly, Hanna Beattie",0,0,0,0
"Lauren Kelly, Janine Weber",0,0,0,0
"Lauren Kelly, Katelynn Russ",0,0,0,0
"Lauren Kelly, Kaycie Anderson",0,0,0,0
"Lauren Kelly, Kayla Friesen",0,0,0,0
"Lauren Kelly, Laurel Hill",0,0,0,0
"Lauren Kelly, Mackenzie Lancaster",0,0,0,0
"Lauren Kelly, Maddie Bishop",0,0,0,0
"Lauren Kelly, Maeve Reilly",0,0,0,0
"Lauren Kelly, Maggie LaGue",0,0,0,0
"Lauren Kelly, Mariah Fujimagari",0,0,0,0
"Lauren Kelly, Nicole Guagliardo",0,0,0,0
"Lauren Kelly, Rachael Ade",0,0,0,0
"Lauren Kelly, Sarah Hughson",0,0,0,0
"Lauren Kelly, Sarah Schwenzfeier",0,0,0,0
"Lauren Kelly, Shannon Doyle",0,0,0,0
"Lauren Kelly, Taylor Marchin",0,0,0,0
"Lauren Kelly, Tori Howran",0,0,0,0
"Lauren Kelly, Allie Olnowich",0,0,0,0
"Lauren Kelly, Brooke Avery",0,0,0,0
"Lauren Kelly, Cailey Hutchison",0,0,0,0
"Lauren Kelly, Emily Janiga",0,0,0,0
"Lauren Kelly, Jayne Lewis",0,0,0,0
"Lauren Kelly, Kate Leary",0,0,0,0
"Lauren Kelly, Kelly Babstock",0,0,0,0
"Lauren Kelly, Kendall Cornine",0,0,0,0
"Lauren Kelly, Kiira Dosdall",0,0,0,0
"Lauren Kelly, Leila Kilduff",0,0,0,0
"Lauren Kelly, Madison Packer",0,0,0,0
"Lauren Kelly, Mallory Rushton",0,0,0,0
"Lauren Kelly, Paige Voight",0,0,0,0
"Lauren Kelly, Rebecca Morse",0,0,0,0
"Lauren Kelly, Rebecca Russo",0,0,0,0
"Lauren Kelly, Sammy Kolowrat",0,0,0,0
"Lauren Kelly, Saroya Tinker",0,0,0,0
"Lauren Kelly, Sonjia Shelly",0,0,0,0
"Lauren Kelly, Tera Hofmann",0,0,0,0
"Lauren Kelly, Theresa Knutson",0,0,0,0
"Lauren Kelly, Allie Thunstrom",0,0,0,0
"Lauren Kelly, Amanda Leveille",0,0,0,0
"Lauren Kelly, Audra Richards",0,0,0,0
"Lauren Kelly, Brooke White",0,0,0,0
"Lauren Kelly, Chelsey Brodt-Rosenthal",0,0,0,0
"Lauren Kelly, Emma Stauber",0,0,0,0
"Lauren Kelly, Haley Mack",0,0,0,0
"Lauren Kelly, Haylea Schmid",0,0,0,0
"Lauren Kelly, Jonna Curtis",0,0,0,0
"Lauren Kelly, Lynn Astrup",0,0,0,0
"Lauren Kelly, Maddie Rowe",0,0,0,0
"Lauren Kelly, Meaghan Pezon",0,0,0,0
"Lauren Kelly, Meghan Lorence",0,0,0,0
"Lauren Kelly, Nina Rodgers",0,0,0,0
"Lauren Kelly, Rose Alleva",0,0,0,0
"Lauren Kelly, Sara Bustad",0,0,0,0
"Lauren Kelly, Stephanie Anderson",0,0,0,0
"Lauren Kelly, Sydney Baldwin",0,0,0,0
"Lauren Kelly, Winny Brodt-Brown",0,0,0,0
"Lauren Kelly, Amy Curlew",0,0,0,0
"Lauren Kelly, Breanne Wilson-Bennett",0,0,0,0
"Lauren Kelly, Brooke Boquist",0,0,0,0
"Lauren Kelly, Elaine Chuli",0,0,0,0
"Lauren Kelly, Emily Fluke",0,0,0,0
"Lauren Kelly, Emma Greco",0,0,0,0
"Lauren Kelly, Emma Woods",0,0,0,0
"Lauren Kelly, Julie Allen",0,0,0,0
"Lauren Kelly, Kristen Barbara",0,0,0,0
"Lauren Kelly, Lindsay Eastwood",0,0,0,0
"Lauren Kelly, Mackenzie MacNeil",0,0,0,0
"Lauren Kelly, Megan Quinn",0,0,0,0
"Lauren Kelly, Mikyla Grant-Mentis",0,0,0,0
"Lauren Kelly, Natalie Marcuzzi",0,0,0,0
"Lauren Kelly, Samantha Ridgewell",0,0,0,0
"Lauren Kelly, Sarah Steele",0,0,0,0
"Lauren Kelly, Sarah-Eve Coutu Godbout",0,0,0,0
"Lauren Kelly, Shiann Darkangelo",0,0,0,0
"Lauren Kelly, Taylor Woods",0,0,0,0
"Lauren Kelly, Taytum Clairmont",0,0,0,0
"Lexie Laing, Lovisa Selander",0,0,0,0
"Lexie Laing, Mallory Souliotis",3.333333333,0.416666667,5.5,3.636363636
"Lexie Laing, Mary Parker",6.5,2.777777778,6.666666667,1.636363636
"Lexie Laing, McKenna Brand",7.142857143,0.972222222,7.5,0.727272727
"Lexie Laing, Meaghan Rickard",5,0.277777778,0,0.545454545
"Lexie Laing, Meghara McManus",7.5,0.555555556,10,0.363636364
"Lexie Laing, Paige Capistran",10,0.416666667,5,1.090909091
"Lexie Laing, Samantha Davis",5.555555556,2.5,4.761904762,3.818181818
"Lexie Laing, Taylor Turnquist",10,0.833333333,8.75,1.454545455
"Lexie Laing, Taylor Wenczkowski",10,0.277777778,2.5,0.727272727
"Lexie Laing, Tereza Vanisova",0,0.138888889,0,0
"Lexie Laing, Tori Sullivan",4.6875,4.444444444,7.666666667,5.454545455
"Lexie Laing, Victoria Hanson",0,0,0,0
"Lexie Laing, Alyson Matteau",0,0,0,0
"Lexie Laing, Autumn MacDougall",0,0,0,0
"Lexie Laing, Brittany Colton",0,0,0,0
"Lexie Laing, Brooke Stacey",0,0,0,0
"Lexie Laing, Carly Jackson",0,0,0,0
"Lexie Laing, Cassidy MacPherson",0,0,0,0
"Lexie Laing, Caty Flagg",0,0,0,0
"Lexie Laing, Dominique Kremer",0,0,0,0
"Lexie Laing, Erin Gehen",0,0,0,0
"Lexie Laing, Hunter Accursi",0,0,0,0
"Lexie Laing, Iveta Klimasova",0,0,0,0
"Lexie Laing, Jordan Juron",0,0,0,0
"Lexie Laing, Kayla Meneghin",0,0,0,0
"Lexie Laing, Kristin Lewicki",0,0,0,0
"Lexie Laing, Lenka Curmova",0,0,0,0
"Lexie Laing, Lisa Chesson",0,0,0,0
"Lexie Laing, Marie-Jo Pelletier",0,0,0,0
"Lexie Laing, Megan Delay",0,0,0,0
"Lexie Laing, Neve Van Pelt",0,0,0,0
"Lexie Laing, Taylor Wasylk",0,0,0,0
"Lexie Laing, Whitney Dove",0,0,0,0
"Lexie Laing, Abbie Ives",0,0,0,0
"Lexie Laing, Alyssa Wohlfeiler",0,0,0,0
"Lexie Laing, Amanda Conway",0,0,0,0
"Lexie Laing, Brooke Wolejko",0,0,0,0
"Lexie Laing, Elena Orlando",0,0,0,0
"Lexie Laing, Emma Vlasic",0,0,0,0
"Lexie Laing, Grace Klienbach",0,0,0,0
"Lexie Laing, Hanna Beattie",0,0,0,0
"Lexie Laing, Janine Weber",0,0,0,0
"Lexie Laing, Katelynn Russ",0,0,0,0
"Lexie Laing, Kaycie Anderson",0,0,0,0
"Lexie Laing, Kayla Friesen",0,0,0,0
"Lexie Laing, Laurel Hill",0,0,0,0
"Lexie Laing, Mackenzie Lancaster",0,0,0,0
"Lexie Laing, Maddie Bishop",0,0,0,0
"Lexie Laing, Maeve Reilly",0,0,0,0
"Lexie Laing, Maggie LaGue",0,0,0,0
"Lexie Laing, Mariah Fujimagari",0,0,0,0
"Lexie Laing, Nicole Guagliardo",0,0,0,0
"Lexie Laing, Rachael Ade",0,0,0,0
"Lexie Laing, Sarah Hughson",0,0,0,0
"Lexie Laing, Sarah Schwenzfeier",0,0,0,0
"Lexie Laing, Shannon Doyle",0,0,0,0
"Lexie Laing, Taylor Marchin",0,0,0,0
"Lexie Laing, Tori Howran",0,0,0,0
"Lexie Laing, Allie Olnowich",0,0,0,0
"Lexie Laing, Brooke Avery",0,0,0,0
"Lexie Laing, Cailey Hutchison",0,0,0,0
"Lexie Laing, Emily Janiga",0,0,0,0
"Lexie Laing, Jayne Lewis",0,0,0,0
"Lexie Laing, Kate Leary",0,0,0,0
"Lexie Laing, Kelly Babstock",0,0,0,0
"Lexie Laing, Kendall Cornine",0,0,0,0
"Lexie Laing, Kiira Dosdall",0,0,0,0
"Lexie Laing, Leila Kilduff",0,0,0,0
"Lexie Laing, Madison Packer",0,0,0,0
"Lexie Laing, Mallory Rushton",0,0,0,0
"Lexie Laing, Paige Voight",0,0,0,0
"Lexie Laing, Rebecca Morse",0,0,0,0
"Lexie Laing, Rebecca Russo",0,0,0,0
"Lexie Laing, Sammy Kolowrat",0,0,0,0
"Lexie Laing, Saroya Tinker",0,0,0,0
"Lexie Laing, Sonjia Shelly",0,0,0,0
"Lexie Laing, Tera Hofmann",0,0,0,0
"Lexie Laing, Theresa Knutson",0,0,0,0
"Lexie Laing, Allie Thunstrom",0,0,0,0
"Lexie Laing, Amanda Leveille",0,0,0,0
"Lexie Laing, Audra Richards",0,0,0,0
"Lexie Laing, Brooke White",0,0,0,0
"Lexie Laing, Chelsey Brodt-Rosenthal",0,0,0,0
"Lexie Laing, Emma Stauber",0,0,0,0
"Lexie Laing, Haley Mack",0,0,0,0
"Lexie Laing, Haylea Schmid",0,0,0,0
"Lexie Laing, Jonna Curtis",0,0,0,0
"Lexie Laing, Lynn Astrup",0,0,0,0
"Lexie Laing, Maddie Rowe",0,0,0,0
"Lexie Laing, Meaghan Pezon",0,0,0,0
"Lexie Laing, Meghan Lorence",0,0,0,0
"Lexie Laing, Nina Rodgers",0,0,0,0
"Lexie Laing, Rose Alleva",0,0,0,0
"Lexie Laing, Sara Bustad",0,0,0,0
"Lexie Laing, Stephanie Anderson",0,0,0,0
"Lexie Laing, Sydney Baldwin",0,0,0,0
"Lexie Laing, Winny Brodt-Brown",0,0,0,0
"Lexie Laing, Amy Curlew",0,0,0,0
"Lexie Laing, Breanne Wilson-Bennett",0,0,0,0
"Lexie Laing, Brooke Boquist",0,0,0,0
"Lexie Laing, Elaine Chuli",0,0,0,0
"Lexie Laing, Emily Fluke",0,0,0,0
"Lexie Laing, Emma Greco",0,0,0,0
"Lexie Laing, Emma Woods",0,0,0,0
"Lexie Laing, Julie Allen",0,0,0,0
"Lexie Laing, Kristen Barbara",0,0,0,0
"Lexie Laing, Lindsay Eastwood",0,0,0,0
"Lexie Laing, Mackenzie MacNeil",0,0,0,0
"Lexie Laing, Megan Quinn",0,0,0,0
"Lexie Laing, Mikyla Grant-Mentis",0,0,0,0
"Lexie Laing, Natalie Marcuzzi",0,0,0,0
"Lexie Laing, Samantha Ridgewell",0,0,0,0
"Lexie Laing, Sarah Steele",0,0,0,0
"Lexie Laing, Sarah-Eve Coutu Godbout",0,0,0,0
"Lexie Laing, Shiann Darkangelo",0,0,0,0
"Lexie Laing, Taylor Woods",0,0,0,0
"Lexie Laing, Taytum Clairmont",0,0,0,0
"Lovisa Selander, Mallory Souliotis",10,0.277777778,0,0
"Lovisa Selander, Mary Parker",0,0,0,0
"Lovisa Selander, McKenna Brand",0,0,0,0
"Lovisa Selander, Meaghan Rickard",0,0,0,0
"Lovisa Selander, Meghara McManus",0,0,0,0
"Lovisa Selander, Paige Capistran",10,0.138888889,0,0
"Lovisa Selander, Samantha Davis",0,0,0,0
"Lovisa Selander, Taylor Turnquist",10,0.138888889,0,0
"Lovisa Selander, Taylor Wenczkowski",0,0,0,0
"Lovisa Selander, Tereza Vanisova",0,0,0,0
